NAME,ADDRESS,SEQ,START,END,TYPE,READWRITE,DEFAULT,IS_REGISTER,GROUP
DRP.DO_FROM_EB_SKEWS,133,0,0,15,attr_hidden,rw,0,y,GTHE3_CHANNEL
DRP.DO_FROM_EB_SYNC_PTS,134,0,0,15,attr_hidden,rw,0,y,GTHE3_CHANNEL
DRP.DO_FROM_EB_SEARCH_PTS,135,0,0,15,attr_hidden,rw,0,y,GTHE3_CHANNEL
DRP.DO_FROM_EB_FTS_INFO,136,0,0,15,attr_hidden,rw,0,y,GTHE3_CHANNEL
DRP.DO_FROM_EB_WR_ADDR,137,0,0,15,attr_hidden,rw,0,y,GTHE3_CHANNEL
DRP.COE_STATUS_OCA_SEL,150,0,0,15,attr_hidden,rw,0,y,GTHE3_CHANNEL
DRP.ES_CONTROL_STATUS,153,0,0,3,attr,r,,y,GTHE3_CHANNEL
DRP.ES_ERROR_COUNT,151,0,0,15,attr,r,,y,GTHE3_CHANNEL
DRP.ES_SAMPLE_COUNT,152,0,0,15,attr,r,,y,GTHE3_CHANNEL
DRP.ES_RDATA_BYTE4,154,0,0,15,attr,r,,y,GTHE3_CHANNEL
DRP.ES_RDATA_BYTE3,155,0,0,15,attr,r,,y,GTHE3_CHANNEL
DRP.ES_RDATA_BYTE2,156,0,0,15,attr,r,,y,GTHE3_CHANNEL
DRP.ES_RDATA_BYTE1,157,0,0,15,attr,r,,y,GTHE3_CHANNEL
DRP.ES_RDATA_BYTE0,158,0,0,15,attr,r,,y,GTHE3_CHANNEL
DRP.ES_SDATA_BYTE4,159,0,0,15,attr,r,,y,GTHE3_CHANNEL
DRP.ES_SDATA_BYTE3,15A,0,0,15,attr,r,,y,GTHE3_CHANNEL
DRP.ES_SDATA_BYTE2,15B,0,0,15,attr,r,,y,GTHE3_CHANNEL
DRP.ES_SDATA_BYTE1,15C,0,0,15,attr,r,,y,GTHE3_CHANNEL
DRP.ES_SDATA_BYTE0,15D,0,0,15,attr,r,,y,GTHE3_CHANNEL
DRP.DO_FROM_PRBSERR_LSB,15e,0,0,15,attr_hidden,rw,0,y,GTHE3_CHANNEL
DRP.DO_FROM_PRBSERR_MSB,15f,0,0,15,attr_hidden,rw,0,y,GTHE3_CHANNEL
DRP.TXGBOX_FIFO_DRPSTATUS_1,160,0,0,15,attr_hidden,rw,0,y,GTHE3_CHANNEL
DRP.TXGBOX_FIFO_DRPSTATUS_2,161,0,0,15,attr_hidden,rw,0,y,GTHE3_CHANNEL
DRP.TXGBOX_FIFO_DRPSTATUS_3,162,0,0,15,attr_hidden,rw,0,y,GTHE3_CHANNEL
DRP.TXGBOX_FIFO_LATENCY,163,0,0,15,attr_hidden,rw,0,y,GTHE3_CHANNEL
DRP.RXGBOX_FIFO_DRPSTATUS_1,164,0,0,15,attr_hidden,rw,0,y,GTHE3_CHANNEL
DRP.RXGBOX_FIFO_DRPSTATUS_2,165,0,0,15,attr_hidden,rw,0,y,GTHE3_CHANNEL
DRP.RXGBOX_FIFO_DRPSTATUS_3,166,0,0,15,attr_hidden,rw,0,y,GTHE3_CHANNEL
DRP.RXGBOX_FIFO_DRPSTATUS_4,167,0,0,15,attr_hidden,rw,0,y,GTHE3_CHANNEL
DRP.RXGBOX_FIFO_DRPSTATUS_5,168,0,0,15,attr_hidden,rw,0,y,GTHE3_CHANNEL
DRP.RXGBOX_FIFO_LATENCY,169,0,0,15,attr_hidden,rw,0,y,GTHE3_CHANNEL
DRP.COE_STATUS_SLIDE_DDI,16a,0,0,15,attr_hidden,rw,0,y,GTHE3_CHANNEL
DRP.DO_FROM_EB_RESET_USRCLK,16b,0,0,15,attr_hidden,rw,0,y,GTHE3_CHANNEL
DRP.DO_FROM_EB_RESET_PHYCLK,16c,0,0,15,attr_hidden,rw,0,y,GTHE3_CHANNEL
DRP.DO_FROM_EB_RESET_ASYNC,16d,0,0,15,attr_hidden,rw,0,y,GTHE3_CHANNEL
DRP.DO_FROM_FX_RESET_USRCLK,16e,0,0,15,attr_hidden,rw,0,y,GTHE3_CHANNEL
DRP.DO_FROM_FX_RESET_PHYCLK,16f,0,0,15,attr_hidden,rw,0,y,GTHE3_CHANNEL
DRP.DO_FROM_FX_RESET_ASYNC,170,0,0,15,attr_hidden,rw,0,y,GTHE3_CHANNEL
LOGIC.EYESCANRESET_OUT,201,0,1,1,port,rw,0,y,GTHE3_CHANNEL
PORT.RXLPMEN,206,0,5,5,port,r,0,y,GTHE3_CHANNEL
LOGIC.RXLPMEN_OUT,207,0,5,5,port,rw,0,y,GTHE3_CHANNEL
LOGIC.RXLPMEN_OVRD,207,0,0,0,port,rw,0,y,GTHE3_CHANNEL
PORT.PCSRSVDIN,20F,0,0,15,port,r,0,y,GTHE3_CHANNEL
LOGIC.PCSRSVDIN_OUT,210,0,0,15,port,rw,0,y,GTHE3_CHANNEL
LOGIC.PCSRSVDIN_OVRD,211,0,0,0,port,rw,0,y,GTHE3_CHANNEL
PORT.RXRATE,215,0,0,2,port,r,0,y,GTHE3_CHANNEL
LOGIC.RXRATE_OUT,216,0,0,2,port,rw,0,y,GTHE3_CHANNEL
LOGIC.RXRATE_OVRD,216,0,3,3,port,rw,0,y,GTHE3_CHANNEL
PORT.TXDIFFCTRL,217,0,4,7,port,r,4'hC,y,GTHE3_CHANNEL
LOGIC.TXDIFFCTRL_OUT,218,0,4,7,port,rw,4'hC,y,GTHE3_CHANNEL
LOGIC.TXDIFFCTRL_OVRD,218,0,0,0,port,rw,4'hC,y,GTHE3_CHANNEL
PORT.TXPOSTCURSOR,21A,0,6,10,port,r,0,y,GTHE3_CHANNEL
LOGIC.TXPOSTCURSOR_OUT,21C,0,6,10,port,rw,0,y,GTHE3_CHANNEL
LOGIC.TXPOSTCURSOR_OVRD,21C,0,11,11,port,rw,0,y,GTHE3_CHANNEL
PORT.TXPRECURSOR,21B,0,0,4,port,r,0,y,GTHE3_CHANNEL
LOGIC.TXPRECURSOR_OUT,21C,0,0,4,port,rw,0,y,GTHE3_CHANNEL
LOGIC.TXPRECURSOR_OVRD,21C,0,5,5,port,rw,0,y,GTHE3_CHANNEL
LOGIC.MB_RESET,422,0,0,0,port,rw,0,y,GTHE3_CHANNEL
LOGIC.MGT_COORDINATE,254,0,0,15,status,r,,y,GTHE3_CHANNEL
LOGIC.MGT_NUMBER,255,0,0,15,status,r,,y,GTHE3_CHANNEL
LOGIC.NUM_GTS,471,0,0,15,status,r,,y,GTHE3_CHANNEL
LOGIC.OD_TEST_ID,800,0,0,15,ram,rw,,y,
LOGIC.OD_TEST_START_ADDR,801,0,0,15,ram,rw,,y,
LOGIC.DEF_TEST_ID,802,0,0,15,ram,rw,,y,
LOGIC.DEF_TEST_START_ADDR,803,0,0,15,ram,rw,,y,
LOGIC.OD_TEST_END_ADDR,804,0,0,15,ram,rw,,y,
LOGIC.OD_REQACK,805,0,0,15,ram,rw,,y,
LOGIC.OD_RUN,806,0,0,15,ram,rw,,y,
LOGIC.OD_SUSPEND,807,0,0,15,ram,rw,,y,
LOGIC.OD_TERMINATE,808,0,0,15,ram,rw,,y,
LOGIC.OD_UPLOAD_READY,809,0,0,15,ram,rw,,y,
LOGIC.OD_HORZ_STEP_SIZE,80A,0,0,15,ram,rw,,y,
LOGIC.OD_VERT_STEP_SIZE,80B,0,0,15,ram,rw,,y,
LOGIC.OD_MAX_PRESCALE,80C,0,0,15,ram,rw,,y,
LOGIC.OD_DATA_START,80D,0,0,15,ram,rw,,y,
LOGIC.OD_DATA_END,FC2,0,0,15,ram,rw,,y,
LOGIC.DEF_TEST_END_ADDR,FC3,0,0,15,ram,rw,,y,
LOGIC.DEF_REQACK,FC4,0,0,15,ram,rw,,y,
LOGIC.DEF_SUSPEND,FC5,0,0,15,ram,rw,,y,
LOGIC.DEF_CLEAR,FC6,0,0,15,ram,rw,,y,
LOGIC.DMON_BLANK_RESERVED,FFF,0,0,15,ram,rw,,y,
