FGMEM_ID,HIDDEN,NAME,COMPATIBLE_DEVICES,MEM_DEVICE,MEM_TYPE,MEM_DENSITY,DATA_WIDTH,COMPATIBLE_RS_PINS,MEM_MANUFACTURER,MEM_INTERFACE_FILE,NUM_CFG_FILES,MEM_DEVICE_ALIAS,MEM_FAMILY
164,0,s25fl128s-3.3v-qspi-x8-dual_parallel,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,s25fl128s-3.3v,qspi,128,x8-dual_parallel,,Spansion,,1,s25fl127s,s25flxxxs
165,0,s25fl128s-3.3v-qspi-x4-dual_stacked,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,s25fl128s-3.3v,qspi,128,x4-dual_stacked,,Spansion,,1,s25fl127s,s25flxxxs
166,0,s25fl128s-1.8v-qspi-x4-single,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,s25fl128s-1.8v,qspi,128,x4-single,,Spansion,,1,s25fl127s,s25flxxxs
167,0,s25fl128s-1.8v-qspi-x8-dual_parallel,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,s25fl128s-1.8v,qspi,128,x8-dual_parallel,,Spansion,,1,s25fl127s,s25flxxxs
168,0,s25fl128s-1.8v-qspi-x4-dual_stacked,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,s25fl128s-1.8v,qspi,128,x4-dual_stacked,,Spansion,,1,s25fl127s,s25flxxxs
169,0,s25fl256s-3.3v-qspi-x4-single,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,s25fl256s-3.3v,qspi,256,x4-single,,Spansion,,1,,s25flxxxs
170,0,s25fl256s-3.3v-qspi-x8-dual_parallel,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,s25fl256s-3.3v,qspi,256,x8-dual_parallel,,Spansion,,1,,s25flxxxs
171,0,s25fl256s-3.3v-qspi-x4-dual_stacked,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,s25fl256s-3.3v,qspi,256,x4-dual_stacked,,Spansion,,1,,s25flxxxs
172,0,s25fl256s-1.8v-qspi-x4-single,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,s25fl256s-1.8v,qspi,256,x4-single,,Spansion,,1,,s25flxxxs
173,0,s25fl256s-1.8v-qspi-x8-dual_parallel,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,s25fl256s-1.8v,qspi,256,x8-dual_parallel,,Spansion,,1,,s25flxxxs
174,0,s25fl256s-1.8v-qspi-x4-dual_stacked,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,s25fl256s-1.8v,qspi,256,x4-dual_stacked,,Spansion,,1,,s25flxxxs
180,0,s25fl512s-qspi-x4-single,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,s25fl512s,qspi,512,x4-single,,Spansion,,1,,s25flxxxs
181,0,s25fl512s-qspi-x8-dual_parallel,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,s25fl512s,qspi,512,x8-dual_parallel,,Spansion,,1,,s25flxxxs
182,0,s25fl512s-qspi-x4-dual_stacked,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,s25fl512s,qspi,512,x4-dual_stacked,,Spansion,,1,,s25flxxxs
183,0,s70fl01gs_00-qspi-x4-single,- xczu3eg xczu9eg xczu15eg,s70fl01gs_00,qspi,1024,x4-single,,Spansion,,1,,s70flxxxp
184,0,s70fl01gs_00-qspi-x8-dual_parallel,- xczu3eg xczu9eg xczu15eg,s70fl01gs_00,qspi,1024,x8-dual_parallel,,Spansion,,1,,s70flxxxp
185,0,s70fl01gs_00-qspi-x4-dual_stacked,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,s70fl01gs_00,qspi,1024,x4-dual_stacked,,Spansion,,1,,s70flxxxp
190,0,w25q128-qspi-x4-single,- xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,w25q128,qspi,128,x4-single,,Winbond,,1,,w25q
191,0,w25q128-qspi-x8-dual_parallel,- xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,w25q128,qspi,128,x8-dual_parallel,,Winbond,,1,,w25q
192,0,w25q128-qspi-x4-dual_stacked,- xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,w25q128,qspi,128,x4-dual_stacked,,Winbond,,1,,w25q
240,0,mx25l25635f-qspi-x4-single,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,mx25l25635f,qspi,256,x4-single,,Macronix,,1,,mx25l
241,0,mx25l25635f-qspi-x8-dual_parallel,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,mx25l25635f,qspi,256,x8-dual_parallel,,Macronix,,1,,mx25l
242,0,mx25l25635f-qspi-x4-dual_stacked,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,mx25l25635f,qspi,256,x4-dual_stacked,,Macronix,,1,,mx25l
243,0,mt25ql512-qspi-x4-single,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,mt25ql512,qspi,512,x4-single,,Micron,,1,,mt25ql
244,0,mt25ql512-qspi-x8-dual_parallel,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,mt25ql512,qspi,512,x8-dual_parallel,,Micron,,1,,mt25ql
245,0,mt25ql512-qspi-x4-dual_stacked,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,mt25ql512,qspi,512,x4-dual_stacked,,Micron,,1,,mt25ql
246,0,mx66l51235f-qspi-x4-single,- xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,mx66l51235f,qspi,512,x4-single,,Macronix,,1,,mx66l
247,0,mx66l51235f-qspi-x8-dual_parallel,- xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,mx66l51235f,qspi,512,x8-dual_parallel,,Macronix,,1,,mx66l
248,0,mx66l51235f-qspi-x4-dual_stacked,- xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,mx66l51235f,qspi,512,x4-dual_stacked,,Macronix,,1,,mx66l
260,0,mt25qu512-qspi-x4-single,- xczu3eg xczu9eg xczu15eg,mt25qu512,qspi,512,x4-single,,Micron,,1,,mt25qu
261,0,mt25qu512-qspi-x8-dual_parallel,- xczu3eg xczu9eg xczu15eg,mt25qu512,qspi,512,x8-dual_parallel,,Micron,,1,,mt25qu
262,0,mt25qu512-qspi-x4-dual_stacked,- xczu3eg xczu9eg xczu15eg,mt25qu512,qspi,512,x4-dual_stacked,,Micron,,1,,mt25qu
263,0,mt25ql01g-qspi-x4-single,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,mt25ql01g,qspi,1024,x4-single,,Micron,,1,,mt25ql
264,0,mt25ql01g-qspi-x8-dual_parallel,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,mt25ql01g,qspi,1024,x8-dual_parallel,,Micron,,1,,mt25ql
265,0,mt25ql01g-qspi-x4-dual_stacked,- xczu3eg xczu9eg xczu15eg xc7z007s xc7z012s xc7z014s xc7z010 xc7z015 xc7z020 xc7z030 xc7z035 xc7z045 xc7z100,mt25ql01g,qspi,1024,x4-dual_stacked,,Micron,,1,,mt25ql
266,0,mt25ql02g-qspi-x4-single,- xczu3eg xczu9eg xczu15eg,mt25ql02g,qspi,2048,x4-single,,Micron,,1,,mt25ql
267,0,mt25ql02g-qspi-x8-dual_parallel,- xczu3eg xczu9eg xczu15eg,mt25ql02g,qspi,2048,x8-dual_parallel,,Micron,,1,,mt25ql
268,0,mt25ql02g-qspi-x4-dual_stacked,- xczu3eg xczu9eg xczu15eg,mt25ql02g,qspi,2048,x4-dual_stacked,,Micron,,1,,mt25ql
