PARAMETER,CHOICE #,CHOICE NAME,SETTING0,SETTING1,SETTING2,SETTING3,SETTING4,SETTING5,SETTING6,SETTING7,SETTING8,SETTING9,SETTING10
txprecursor1,9,9,PORT.TXEQPRECTRL1=1001,,,,,,,,,,
txprecursor1,10,10,PORT.TXEQPRECTRL1=1010,,,,,,,,,,
txprecursor1,11,11,PORT.TXEQPRECTRL1=1011,,,,,,,,,,
txprecursor1,12,12,PORT.TXEQPRECTRL1=1100,,,,,,,,,,
txprecursor1,13,13,PORT.TXEQPRECTRL1=1101,,,,,,,,,,
txprecursor1,14,14,PORT.TXEQPRECTRL1=1110,,,,,,,,,,
txprecursor1,15,15,PORT.TXEQPRECTRL1=1111,,,,,,,,,,
txprecursor2,0,0,PORT.TXEQPRECTRL2=0000,,,,,,,,,,
txprecursor2,1,1,PORT.TXEQPRECTRL2=0001,,,,,,,,,,
txprecursor2,2,2,PORT.TXEQPRECTRL2=0010,,,,,,,,,,
txprecursor2,3,3,PORT.TXEQPRECTRL2=0011,,,,,,,,,,
txprecursor2,4,4,PORT.TXEQPRECTRL2=0100,,,,,,,,,,
txprecursor2,5,5,PORT.TXEQPRECTRL2=0101,,,,,,,,,,
txprecursor2,6,6,PORT.TXEQPRECTRL2=0110,,,,,,,,,,
txprecursor2,7,7,PORT.TXEQPRECTRL2=0111,,,,,,,,,,
txprecursor2,8,8,PORT.TXEQPRECTRL2=1000,,,,,,,,,,
txprecursor2,9,9,PORT.TXEQPRECTRL2=1001,,,,,,,,,,
txprecursor2,10,10,PORT.TXEQPRECTRL2=1010,,,,,,,,,,
txprecursor2,11,11,PORT.TXEQPRECTRL2=1011,,,,,,,,,,
txprecursor2,12,12,PORT.TXEQPRECTRL2=1100,,,,,,,,,,
txprecursor2,13,13,PORT.TXEQPRECTRL2=1101,,,,,,,,,,
txprecursor2,14,14,PORT.TXEQPRECTRL2=1110,,,,,,,,,,
txprecursor2,15,15,PORT.TXEQPRECTRL2=1111,,,,,,,,,,
txprecursor3,0,0,PORT.TXEQPRECTRL3=0000,,,,,,,,,,
txprecursor3,1,1,PORT.TXEQPRECTRL3=0001,,,,,,,,,,
txprecursor3,2,2,PORT.TXEQPRECTRL3=0010,,,,,,,,,,
txprecursor3,3,3,PORT.TXEQPRECTRL3=0011,,,,,,,,,,
txprecursor3,4,4,PORT.TXEQPRECTRL3=0100,,,,,,,,,,
txprecursor3,5,5,PORT.TXEQPRECTRL3=0101,,,,,,,,,,
txprecursor3,6,6,PORT.TXEQPRECTRL3=0110,,,,,,,,,,
txprecursor3,7,7,PORT.TXEQPRECTRL3=0111,,,,,,,,,,
txprecursor3,8,8,PORT.TXEQPRECTRL3=1000,,,,,,,,,,
txprecursor3,9,9,PORT.TXEQPRECTRL3=1001,,,,,,,,,,
txprecursor3,10,10,PORT.TXEQPRECTRL3=1010,,,,,,,,,,
txprecursor3,11,11,PORT.TXEQPRECTRL3=1011,,,,,,,,,,
txprecursor3,12,12,PORT.TXEQPRECTRL3=1100,,,,,,,,,,
txprecursor3,13,13,PORT.TXEQPRECTRL3=1101,,,,,,,,,,
txprecursor3,14,14,PORT.TXEQPRECTRL3=1110,,,,,,,,,,
txprecursor3,15,15,PORT.TXEQPRECTRL3=1111,,,,,,,,,,
txprecursor4,0,0,PORT.TXEQPRECTRL4=0000,,,,,,,,,,
txprecursor4,1,1,PORT.TXEQPRECTRL4=0001,,,,,,,,,,
txprecursor4,2,2,PORT.TXEQPRECTRL4=0010,,,,,,,,,,
txprecursor4,3,3,PORT.TXEQPRECTRL4=0011,,,,,,,,,,
txprecursor4,4,4,PORT.TXEQPRECTRL4=0100,,,,,,,,,,
txprecursor4,5,5,PORT.TXEQPRECTRL4=0101,,,,,,,,,,
txprecursor4,6,6,PORT.TXEQPRECTRL4=0110,,,,,,,,,,
txprecursor4,7,7,PORT.TXEQPRECTRL4=0111,,,,,,,,,,
txprecursor4,8,8,PORT.TXEQPRECTRL4=1000,,,,,,,,,,
txprecursor4,9,9,PORT.TXEQPRECTRL4=1001,,,,,,,,,,
txprecursor4,10,10,PORT.TXEQPRECTRL4=1010,,,,,,,,,,
txprecursor4,11,11,PORT.TXEQPRECTRL4=1011,,,,,,,,,,
txprecursor4,12,12,PORT.TXEQPRECTRL4=1100,,,,,,,,,,
txprecursor4,13,13,PORT.TXEQPRECTRL4=1101,,,,,,,,,,
txprecursor4,14,14,PORT.TXEQPRECTRL4=1110,,,,,,,,,,
txprecursor4,15,15,PORT.TXEQPRECTRL4=1111,,,,,,,,,,
txprecursor5,0,0,PORT.TXEQPRECTRL5=0000,,,,,,,,,,
txprecursor5,1,1,PORT.TXEQPRECTRL5=0001,,,,,,,,,,
txprecursor5,2,2,PORT.TXEQPRECTRL5=0010,,,,,,,,,,
txprecursor5,3,3,PORT.TXEQPRECTRL5=0011,,,,,,,,,,
txprecursor5,4,4,PORT.TXEQPRECTRL5=0100,,,,,,,,,,
txprecursor5,5,5,PORT.TXEQPRECTRL5=0101,,,,,,,,,,
txprecursor5,6,6,PORT.TXEQPRECTRL5=0110,,,,,,,,,,
txprecursor5,7,7,PORT.TXEQPRECTRL5=0111,,,,,,,,,,
txprecursor5,8,8,PORT.TXEQPRECTRL5=1000,,,,,,,,,,
txprecursor5,9,9,PORT.TXEQPRECTRL5=1001,,,,,,,,,,
txprecursor5,10,10,PORT.TXEQPRECTRL5=1010,,,,,,,,,,
txprecursor5,11,11,PORT.TXEQPRECTRL5=1011,,,,,,,,,,
txprecursor5,12,12,PORT.TXEQPRECTRL5=1100,,,,,,,,,,
txprecursor5,13,13,PORT.TXEQPRECTRL5=1101,,,,,,,,,,
txprecursor5,14,14,PORT.TXEQPRECTRL5=1110,,,,,,,,,,
txprecursor5,15,15,PORT.TXEQPRECTRL5=1111,,,,,,,,,,
txprecursor6,0,0,PORT.TXEQPRECTRL6=0000,,,,,,,,,,
txprecursor6,1,1,PORT.TXEQPRECTRL6=0001,,,,,,,,,,
txprecursor6,2,2,PORT.TXEQPRECTRL6=0010,,,,,,,,,,
txprecursor6,3,3,PORT.TXEQPRECTRL6=0011,,,,,,,,,,
txprecursor6,4,4,PORT.TXEQPRECTRL6=0100,,,,,,,,,,
txprecursor6,5,5,PORT.TXEQPRECTRL6=0101,,,,,,,,,,
txprecursor6,6,6,PORT.TXEQPRECTRL6=0110,,,,,,,,,,
txprecursor6,7,7,PORT.TXEQPRECTRL6=0111,,,,,,,,,,
txprecursor6,8,8,PORT.TXEQPRECTRL6=1000,,,,,,,,,,
txprecursor6,9,9,PORT.TXEQPRECTRL6=1001,,,,,,,,,,
txprecursor6,10,10,PORT.TXEQPRECTRL6=1010,,,,,,,,,,
txprecursor6,11,11,PORT.TXEQPRECTRL6=1011,,,,,,,,,,
txprecursor6,12,12,PORT.TXEQPRECTRL6=1100,,,,,,,,,,
txprecursor6,13,13,PORT.TXEQPRECTRL6=1101,,,,,,,,,,
txprecursor6,14,14,PORT.TXEQPRECTRL6=1110,,,,,,,,,,
txprecursor6,15,15,PORT.TXEQPRECTRL6=1111,,,,,,,,,,
txprecursor7,0,0,PORT.TXEQPRECTRL7=0000,,,,,,,,,,
txprecursor7,1,1,PORT.TXEQPRECTRL7=0001,,,,,,,,,,
txprecursor7,2,2,PORT.TXEQPRECTRL7=0010,,,,,,,,,,
txprecursor7,3,3,PORT.TXEQPRECTRL7=0011,,,,,,,,,,
txprecursor7,4,4,PORT.TXEQPRECTRL7=0100,,,,,,,,,,
txprecursor7,5,5,PORT.TXEQPRECTRL7=0101,,,,,,,,,,
txprecursor7,6,6,PORT.TXEQPRECTRL7=0110,,,,,,,,,,
txprecursor7,7,7,PORT.TXEQPRECTRL7=0111,,,,,,,,,,
txprecursor7,8,8,PORT.TXEQPRECTRL7=1000,,,,,,,,,,
txprecursor7,9,9,PORT.TXEQPRECTRL7=1001,,,,,,,,,,
txprecursor7,10,10,PORT.TXEQPRECTRL7=1010,,,,,,,,,,
txprecursor7,11,11,PORT.TXEQPRECTRL7=1011,,,,,,,,,,
txprecursor7,12,12,PORT.TXEQPRECTRL7=1100,,,,,,,,,,
txprecursor7,13,13,PORT.TXEQPRECTRL7=1101,,,,,,,,,,
txprecursor7,14,14,PORT.TXEQPRECTRL7=1110,,,,,,,,,,
txprecursor7,15,15,PORT.TXEQPRECTRL7=1111,,,,,,,,,,
rxoutclk_sel_lane0,0,RXRECCLKPMA_DIV4,DRP.RXOUTCLK_SEL_LANE0=00,,,,,,,,,,
rxoutclk_sel_lane0,1,REFCLK_DIV1,DRP.RXOUTCLK_SEL_LANE0=01,,,,,,,,,,
rxoutclk_sel_lane0,2,REFCLK_DIV2,DRP.RXOUTCLK_SEL_LANE0=10,,,,,,,,,,
rxoutclk_sel_lane0,3,Reserved,DRP.RXOUTCLK_SEL_LANE0=11,,,,,,,,,,
txoutclk_sel_lane0,0,RXRECCLKPMA_DIV4,DRP.TXOUTCLK_SEL_LANE0=00,,,,,,,,,,
txoutclk_sel_lane0,1,REFCLK_DIV1,DRP.TXOUTCLK_SEL_LANE0=01,,,,,,,,,,
txoutclk_sel_lane0,2,REFCLK_DIV2,DRP.TXOUTCLK_SEL_LANE0=10,,,,,,,,,,
txoutclk_sel_lane0,3,Reserved,DRP.TXOUTCLK_SEL_LANE0=11,,,,,,,,,,
rxoutclk_sel_lane1,0,RXRECCLKPMA_DIV4,DRP.RXOUTCLK_SEL_LANE1=00,,,,,,,,,,
rxoutclk_sel_lane1,1,REFCLK_DIV1,DRP.RXOUTCLK_SEL_LANE1=01,,,,,,,,,,
rxoutclk_sel_lane1,2,REFCLK_DIV2,DRP.RXOUTCLK_SEL_LANE1=10,,,,,,,,,,
rxoutclk_sel_lane1,3,Reserved,DRP.RXOUTCLK_SEL_LANE1=11,,,,,,,,,,
txoutclk_sel_lane1,0,RXRECCLKPMA_DIV4,DRP.TXOUTCLK_SEL_LANE1=00,,,,,,,,,,
txoutclk_sel_lane1,1,REFCLK_DIV1,DRP.TXOUTCLK_SEL_LANE1=01,,,,,,,,,,
txoutclk_sel_lane1,2,REFCLK_DIV2,DRP.TXOUTCLK_SEL_LANE1=10,,,,,,,,,,
txoutclk_sel_lane1,3,Reserved,DRP.TXOUTCLK_SEL_LANE1=11,,,,,,,,,,
rxoutclk_sel_lane2,0,RXRECCLKPMA_DIV4,DRP.RXOUTCLK_SEL_LANE2=00,,,,,,,,,,
rxoutclk_sel_lane2,1,REFCLK_DIV1,DRP.RXOUTCLK_SEL_LANE2=01,,,,,,,,,,
rxoutclk_sel_lane2,2,REFCLK_DIV2,DRP.RXOUTCLK_SEL_LANE2=10,,,,,,,,,,
rxoutclk_sel_lane2,3,Reserved,DRP.RXOUTCLK_SEL_LANE2=11,,,,,,,,,,
txoutclk_sel_lane2,0,RXRECCLKPMA_DIV4,DRP.TXOUTCLK_SEL_LANE2=00,,,,,,,,,,
txoutclk_sel_lane2,1,REFCLK_DIV1,DRP.TXOUTCLK_SEL_LANE2=01,,,,,,,,,,
txoutclk_sel_lane2,2,REFCLK_DIV2,DRP.TXOUTCLK_SEL_LANE2=10,,,,,,,,,,
txoutclk_sel_lane2,3,Reserved,DRP.TXOUTCLK_SEL_LANE2=11,,,,,,,,,,
rxoutclk_sel_lane3,0,RXRECCLKPMA_DIV4,DRP.RXOUTCLK_SEL_LANE3=00,,,,,,,,,,
rxoutclk_sel_lane3,1,REFCLK_DIV1,DRP.RXOUTCLK_SEL_LANE3=01,,,,,,,,,,
rxoutclk_sel_lane3,2,REFCLK_DIV2,DRP.RXOUTCLK_SEL_LANE3=10,,,,,,,,,,
rxoutclk_sel_lane3,3,Reserved,DRP.RXOUTCLK_SEL_LANE3=11,,,,,,,,,,
txoutclk_sel_lane3,0,RXRECCLKPMA_DIV4,DRP.TXOUTCLK_SEL_LANE3=00,,,,,,,,,,
txoutclk_sel_lane3,1,REFCLK_DIV1,DRP.TXOUTCLK_SEL_LANE3=01,,,,,,,,,,
txoutclk_sel_lane3,2,REFCLK_DIV2,DRP.TXOUTCLK_SEL_LANE3=10,,,,,,,,,,
txoutclk_sel_lane3,3,Reserved,DRP.TXOUTCLK_SEL_LANE3=11,,,,,,,,,,
rxoutclk_sel_lane4,0,RXRECCLKPMA_DIV4,DRP.RXOUTCLK_SEL_LANE4=00,,,,,,,,,,
rxoutclk_sel_lane4,1,REFCLK_DIV1,DRP.RXOUTCLK_SEL_LANE4=01,,,,,,,,,,
rxoutclk_sel_lane4,2,REFCLK_DIV2,DRP.RXOUTCLK_SEL_LANE4=10,,,,,,,,,,
rxoutclk_sel_lane4,3,Reserved,DRP.RXOUTCLK_SEL_LANE4=11,,,,,,,,,,
txoutclk_sel_lane4,0,RXRECCLKPMA_DIV4,DRP.TXOUTCLK_SEL_LANE4=00,,,,,,,,,,
txoutclk_sel_lane4,1,REFCLK_DIV1,DRP.TXOUTCLK_SEL_LANE4=01,,,,,,,,,,
txoutclk_sel_lane4,2,REFCLK_DIV2,DRP.TXOUTCLK_SEL_LANE4=10,,,,,,,,,,
txoutclk_sel_lane4,3,Reserved,DRP.TXOUTCLK_SEL_LANE4=11,,,,,,,,,,
rxoutclk_sel_lane5,0,RXRECCLKPMA_DIV4,DRP.RXOUTCLK_SEL_LANE5=00,,,,,,,,,,
rxoutclk_sel_lane5,1,REFCLK_DIV1,DRP.RXOUTCLK_SEL_LANE5=01,,,,,,,,,,
rxoutclk_sel_lane5,2,REFCLK_DIV2,DRP.RXOUTCLK_SEL_LANE5=10,,,,,,,,,,
rxoutclk_sel_lane5,3,Reserved,DRP.RXOUTCLK_SEL_LANE5=11,,,,,,,,,,
txoutclk_sel_lane5,0,RXRECCLKPMA_DIV4,DRP.TXOUTCLK_SEL_LANE5=00,,,,,,,,,,
txoutclk_sel_lane5,1,REFCLK_DIV1,DRP.TXOUTCLK_SEL_LANE5=01,,,,,,,,,,
txoutclk_sel_lane5,2,REFCLK_DIV2,DRP.TXOUTCLK_SEL_LANE5=10,,,,,,,,,,
txoutclk_sel_lane5,3,Reserved,DRP.TXOUTCLK_SEL_LANE5=11,,,,,,,,,,
rxoutclk_sel_lane6,0,RXRECCLKPMA_DIV4,DRP.RXOUTCLK_SEL_LANE6=00,,,,,,,,,,
rxoutclk_sel_lane6,1,REFCLK_DIV1,DRP.RXOUTCLK_SEL_LANE6=01,,,,,,,,,,
rxoutclk_sel_lane6,2,REFCLK_DIV2,DRP.RXOUTCLK_SEL_LANE6=10,,,,,,,,,,
rxoutclk_sel_lane6,3,Reserved,DRP.RXOUTCLK_SEL_LANE6=11,,,,,,,,,,
txoutclk_sel_lane6,0,RXRECCLKPMA_DIV4,DRP.TXOUTCLK_SEL_LANE6=00,,,,,,,,,,
txoutclk_sel_lane6,1,REFCLK_DIV1,DRP.TXOUTCLK_SEL_LANE6=01,,,,,,,,,,
txoutclk_sel_lane6,2,REFCLK_DIV2,DRP.TXOUTCLK_SEL_LANE6=10,,,,,,,,,,
txoutclk_sel_lane6,3,Reserved,DRP.TXOUTCLK_SEL_LANE6=11,,,,,,,,,,
rxoutclk_sel_lane7,0,RXRECCLKPMA_DIV4,DRP.RXOUTCLK_SEL_LANE7=00,,,,,,,,,,
rxoutclk_sel_lane7,1,REFCLK_DIV1,DRP.RXOUTCLK_SEL_LANE7=01,,,,,,,,,,
rxoutclk_sel_lane7,2,REFCLK_DIV2,DRP.RXOUTCLK_SEL_LANE7=10,,,,,,,,,,
rxoutclk_sel_lane7,3,Reserved,DRP.RXOUTCLK_SEL_LANE7=11,,,,,,,,,,
txoutclk_sel_lane7,0,RXRECCLKPMA_DIV4,DRP.TXOUTCLK_SEL_LANE7=00,,,,,,,,,,
txoutclk_sel_lane7,1,REFCLK_DIV1,DRP.TXOUTCLK_SEL_LANE7=01,,,,,,,,,,
txoutclk_sel_lane7,2,REFCLK_DIV2,DRP.TXOUTCLK_SEL_LANE7=10,,,,,,,,,,
txoutclk_sel_lane7,3,Reserved,DRP.TXOUTCLK_SEL_LANE7=11,,,,,,,,,,
powerdown0,0,0,PORT.TXEN0=1,PORT.TXOUTPUTEN0=1,PORT.RXEN0=1,,,,,,,,
powerdown0,1,1,PORT.TXEN0=0,PORT.TXOUTPUTEN0=0,PORT.RXEN0=0,,,,,,,,
powerdown1,0,0,PORT.TXEN1=1,PORT.TXOUTPUTEN1=1,PORT.RXEN1=1,,,,,,,,
powerdown1,1,1,PORT.TXEN1=0,PORT.TXOUTPUTEN1=0,PORT.RXEN1=0,,,,,,,,
powerdown2,0,0,PORT.TXEN2=1,PORT.TXOUTPUTEN2=1,PORT.RXEN2=1,,,,,,,,
powerdown2,1,1,PORT.TXEN2=0,PORT.TXOUTPUTEN2=0,PORT.RXEN2=0,,,,,,,,
powerdown3,0,0,PORT.TXEN3=1,PORT.TXOUTPUTEN3=1,PORT.RXEN3=1,,,,,,,,
powerdown3,1,1,PORT.TXEN3=0,PORT.TXOUTPUTEN3=0,PORT.RXEN3=0,,,,,,,,
powerdown4,0,0,PORT.TXEN4=1,PORT.TXOUTPUTEN4=1,PORT.RXEN4=1,,,,,,,,
powerdown4,1,1,PORT.TXEN4=0,PORT.TXOUTPUTEN4=0,PORT.RXEN4=0,,,,,,,,
powerdown5,0,0,PORT.TXEN5=1,PORT.TXOUTPUTEN5=1,PORT.RXEN5=1,,,,,,,,
powerdown5,1,1,PORT.TXEN5=0,PORT.TXOUTPUTEN5=0,PORT.RXEN5=0,,,,,,,,
powerdown6,0,0,PORT.TXEN6=1,PORT.TXOUTPUTEN6=1,PORT.RXEN6=1,,,,,,,,
powerdown6,1,1,PORT.TXEN6=0,PORT.TXOUTPUTEN6=0,PORT.RXEN6=0,,,,,,,,
powerdown7,0,0,PORT.TXEN7=1,PORT.TXOUTPUTEN7=1,PORT.RXEN7=1,,,,,,,,
powerdown7,1,1,PORT.TXEN7=0,PORT.TXOUTPUTEN7=0,PORT.RXEN7=0,,,,,,,,
